_id                                | _creationTime      | assists | cleanSheets | country         | goals | notes                                                                                                                                                                                                                                                                                                          | playerId                                           | playerName        | updatedAt    
"j97pwddmgcnerj12xj78dywtan8941r1" | 1782087048345.304  | 0 | 0 | "Cabo Verde"    | 1 | "Uruguay 2-2 Cabo Verde, 2026-06-21: LAT/Guardian report Kevin Pina free-kick goal; mapped to Kevin L. roster. Synced 2026-06-22T00:08Z"                                                                                                                                                                       | "official:cabo-verde:playmaker:kevin-l"            | "KEVIN L."        | 1782087048345
"j97pc8325nj3d9q1y2957937ax894c26" | 1782087047143.8267 | 0 | 0 | "Cabo Verde"    | 1 | "Uruguay 2-2 Cabo Verde, 2026-06-21: LAT/Guardian report Kevin Pina free-kick goal; mapped to Kevin L. roster. Synced 2026-06-22T00:08Z"                                                                                                                                                                       | "official:cabo-verde:star:kevin-l"                 | "KEVIN L."        | 1782087047143
"j97pk8vhb551sxbwqh8yc0551x8945tv" | 1782087045811.9011 | 0 | 0 | "Uruguay"       | 1 | "Uruguay 2-2 Cabo Verde, 2026-06-21: Guardian live report Canobbio goal; assist not source-backed for roster player. Synced 2026-06-22T00:08Z"                                                                                                                                                                 | "official:uruguay:playmaker:a-canobbio"            | "A. CANOBBIO"     | 1782087045811
"j97tk1ttqxmq2nac6qxdp5s731895sw9" | 1782087043387.7969 | 1 | 0 | "Spain"         | 2 | "ESP 4-0 KSA 2026-06-21: ESPN/FOX confirm Oyarzabal 21,24; Guardian/BarcaBlaugranes report Oyarzabal assist/cross on Yamal goal. Sources: espn.com/soccer/match/_/gameId/760453 foxsports.com/...647652 guardian match report. Synced 2026-06-22T17:38Z"                                                       | "official:spain:goalGetter:oyarzabal"              | "OYARZABAL"       | 1782150094560
"j97k0r71af3g9433055gjgg3g1892qmn" | 1782074415040.8804 | 0 | 1 | "Spain"         | 0 | "ESP 4-0 KSA 2026-06-21: FIFA/Guardian/AS final; Spain clean sheet, Guardian lineup lists Pedro Porro as starter; rostered Spain DK starters only. Sources: fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/spain-saudi-arabia-highlights-match-report theguardian.com/football/live/2026/" | "official:spain:defenderKeeper:pedro-porro"        | "PEDRO PORRO"     | 1782074415040
"j97xk4m6swgyw6hbmfkv4cwnmd892ze7" | 1782074404381.936  | 0 | 0 | "Spain"         | 1 | "Spain 4-0 Saudi Arabia, 2026-06-21: Yamal goal; sources FIFA schedule/FOX boxscore https://www.foxsports.com/soccer/fifa-world-cup-men-spain-vs-saudi-arabia-jun-21-2026-game-boxscore-647652; sync 2026-06-22T18:08Z"                                                                                        | "official:spain:goalGetter:lamine-yamal"           | "LAMINE YAMAL"    | 1782151847350
"j97ghgn517v41t3kf0afbey0wn893b6g" | 1782065385510.3008 | 0 | 0 | "Spain"         | 1 | "Spain 4-0 Saudi Arabia, 2026-06-21: Yamal goal; source https://www.foxsports.com/soccer/fifa-world-cup-men-spain-vs-saudi-arabia-jun-21-2026-game-boxscore-647652; sync 2026-06-22T18:08Z"                                                                                                                    | "yamal"                                            | "Lamine Yamal"    | 1782151804748
"j97qannh9nc6vnfeh296pwxpyd893d6m" | 1782031242433.1921 | 0 | 1 | "Japan"         | 0 | "2026-06-21T13:38Z sync. Clean sheet source: https://www.foxsports.com/soccer/fifa-world-cup-men-tunisia-vs-japan-jun-21-2026-game-boxscore-647651"                                                                                                                                                            | "official:japan:defenderKeeper:osako"              | "OSAKO"           | 1782049233574
"j97tbh3ye74nhwwkf19zszxg81892xv6" | 1782031241215.414  | 0 | 1 | "Japan"         | 0 | "2026-06-21T13:38Z sync. Clean sheet source: https://www.foxsports.com/soccer/fifa-world-cup-men-tunisia-vs-japan-jun-21-2026-game-boxscore-647651"                                                                                                                                                            | "official:japan:defenderKeeper:nagatomo"           | "NAGATOMO"        | 1782049232436
"j97m7r5gphr3xky8j5w31r4e2h892jcm" | 1782031240033.6624 | 0 | 1 | "Japan"         | 0 | "2026-06-21T13:38Z sync. Clean sheet source: https://www.foxsports.com/soccer/fifa-world-cup-men-tunisia-vs-japan-jun-21-2026-game-boxscore-647651"                                                                                                                                                            | "official:japan:defenderKeeper:taniguchi"          | "TANIGUCHI"       | 1782049229999
"j97ncrjz0d5v7hv765k1z9yten893d6v" | 1782031238828.8772 | 0 | 1 | "Japan"         | 0 | "2026-06-21T13:38Z sync. Clean sheet source: https://www.foxsports.com/soccer/fifa-world-cup-men-tunisia-vs-japan-jun-21-2026-game-boxscore-647651"                                                                                                                                                            | "official:japan:defenderKeeper:sugawara"           | "SUGAWARA"        | 1782049228819
"j97tt4z2v1gbz1s9vdr4ne52wn893qym" | 1782031237598.6123 | 0 | 1 | "Japan"         | 0 | "2026-06-21T13:38Z sync. Clean sheet source: https://www.foxsports.com/soccer/fifa-world-cup-men-tunisia-vs-japan-jun-21-2026-game-boxscore-647651"                                                                                                                                                            | "official:japan:defenderKeeper:suzuki"             | "SUZUKI"          | 1782049227623
"j97m9gvsb0c4b9cbg9fmtgj3dh892hqm" | 1782031236175.0522 | 0 | 1 | "Japan"         | 0 | "2026-06-21T13:38Z sync. Clean sheet source: https://www.foxsports.com/soccer/fifa-world-cup-men-tunisia-vs-japan-jun-21-2026-game-boxscore-647651"                                                                                                                                                            | "official:japan:defenderKeeper:itakura"            | "ITAKURA"         | 1782049231240
"j97wj8v6jkejeza5c810rx5s41892axf" | 1782031219936.6375 | 1 | 0 | "Japan"         | 2 | "Tunisia 0-4 Japan, 2026-06-21: FOX box score/key players list Ayase Ueda 2 goals, 1 assist. Synced 2026-06-22T00:08Z"                                                                                                                                                                                         | "official:japan:goalGetter:ayase"                  | "AYASE"           | 1782087044606
"j97y2xc3vecpc0bbm5ckqnh7js893ad8" | 1782025889307.248  | 0 | 1 | "Ecuador"       | 0 | "2026-06-21T13:38Z sync. Clean sheet source: https://www.foxsports.com/soccer/fifa-world-cup-men-ecuador-vs-curacao-jun-20-2026-game-boxscore-647650"                                                                                                                                                          | "official:ecuador:defenderKeeper:estupi-an"        | "ESTUPIÑAN"       | 1782049226441
"j97mwzymc1c59r6zvkbw7mswcn892631" | 1782025888109.7197 | 0 | 1 | "Ecuador"       | 0 | "2026-06-21T13:38Z sync. Clean sheet source: https://www.foxsports.com/soccer/fifa-world-cup-men-ecuador-vs-curacao-jun-20-2026-game-boxscore-647650"                                                                                                                                                          | "official:ecuador:defenderKeeper:pacho"            | "PACHO"           | 1782049225100
"j97v703vqbzqnsxgjz91pc456x893ans" | 1782025886854.174  | 0 | 1 | "Ecuador"       | 0 | "2026-06-21T13:38Z sync. Clean sheet source: https://www.foxsports.com/soccer/fifa-world-cup-men-ecuador-vs-curacao-jun-20-2026-game-boxscore-647650"                                                                                                                                                          | "official:ecuador:defenderKeeper:ordo-ez"          | "ORDOÑEZ"         | 1782049223897
"j97wqmx101agfez11f10x2ek65892rcn" | 1782025885617.3079 | 0 | 1 | "Ecuador"       | 0 | "2026-06-21T13:38Z sync. Clean sheet source: https://www.foxsports.com/soccer/fifa-world-cup-men-ecuador-vs-curacao-jun-20-2026-game-boxscore-647650"                                                                                                                                                          | "official:ecuador:defenderKeeper:hincapie"         | "HINCAPIE"        | 1782049222740
"j97vrgd6b22aarzrjd5zrj2qjh892kns" | 1782025884450.517  | 0 | 1 | "Ecuador"       | 0 | "2026-06-21T13:38Z sync. Clean sheet source: https://www.foxsports.com/soccer/fifa-world-cup-men-ecuador-vs-curacao-jun-20-2026-game-boxscore-647650"                                                                                                                                                          | "official:ecuador:defenderKeeper:torres"           | "TORRES"          | 1782049221386
"j97zmb5jsyrty4c2fq9pe1msfd892b9y" | 1782025883186.6804 | 0 | 1 | "Ecuador"       | 0 | "2026-06-21T13:38Z sync. Clean sheet source: https://www.foxsports.com/soccer/fifa-world-cup-men-ecuador-vs-curacao-jun-20-2026-game-boxscore-647650"                                                                                                                                                          | "official:ecuador:defenderKeeper:galindez"         | "GALINDEZ"        | 1782049219369
"j97hrtxbzq0ynrrdbpkafh7a9s892cgv" | 1782025881975.2139 | 0 | 1 | "Curaçao"       | 0 | "FIFA/AP Ecuador 0-0 Curacao clean sheet. FIFA: https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/ecuador-curacao-match-report-highlights; AP cross-check; 2026-06-21T07:12Z"                                                                                                     | "official:cura-ao:defenderKeeper:obispo"           | "OBISPO"          | 1782025881975
"j97vwgnj814wzqbycva4gm6cen892emt" | 1782025880740.5205 | 0 | 1 | "Curaçao"       | 0 | "FIFA/AP Ecuador 0-0 Curacao clean sheet. FIFA: https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/ecuador-curacao-match-report-highlights; AP cross-check; 2026-06-21T07:12Z"                                                                                                     | "official:cura-ao:defenderKeeper:floranus"         | "FLORANUS"        | 1782025880740
"j97wgztye9acvsw08kyvr3825h89368r" | 1782025879569.758  | 0 | 1 | "Curaçao"       | 0 | "FIFA/AP Ecuador 0-0 Curacao clean sheet. FIFA: https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/ecuador-curacao-match-report-highlights; AP cross-check; 2026-06-21T07:12Z"                                                                                                     | "official:cura-ao:defenderKeeper:van-eijma"        | "VAN EIJMA"       | 1782025879569
"j97h6sjev2ndda7nz4kgbyb2en892wsc" | 1782025877999.1274 | 0 | 1 | "Curaçao"       | 0 | "FIFA/AP Ecuador 0-0 Curacao clean sheet. FIFA: https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/ecuador-curacao-match-report-highlights; AP cross-check; 2026-06-21T07:12Z"                                                                                                     | "official:cura-ao:defenderKeeper:gaari"            | "GAARI"           | 1782025877999
"j97tj2stntcqtpfsxv026s17sx893w9g" | 1782025876816.4895 | 0 | 1 | "Curaçao"       | 0 | "FIFA/AP Ecuador 0-0 Curacao clean sheet. FIFA: https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/ecuador-curacao-match-report-highlights; AP cross-check; 2026-06-21T07:12Z"                                                                                                     | "official:cura-ao:defenderKeeper:sambo"            | "SAMBO"           | 1782025876816
"j97jgq8ejy038b61td1x7b7ans893ej0" | 1782025875637.9731 | 0 | 1 | "Curaçao"       | 0 | "FIFA/AP Ecuador 0-0 Curacao clean sheet. FIFA: https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/ecuador-curacao-match-report-highlights; AP cross-check; 2026-06-21T07:12Z"                                                                                                     | "official:cura-ao:defenderKeeper:room"             | "ROOM"            | 1782025875638
"j97kkm03m2axejes8ajc6n2jzd892hkd" | 1782018667787.1917 | 0 | 0 | "Côte d'Ivoire" | 1 | "GER 2-1 CIV 2026-06-20. FOX boxscore 647649 final/key players credits Franck Kessie with CIV goal at 30; no assist listed. Synced 2026-06-21T05:12Z"                                                                                                                                                          | "official:c-te-d-ivoire:playmaker:kessie"          | "KESSIE"          | 1782018667787
"j97rbynrdrybg6bkhe0zyrgfsn892c3k" | 1782018656704.4158 | 0 | 0 | "Côte d'Ivoire" | 1 | "GER 2-1 CIV 2026-06-20. FOX boxscore 647649 final/key players credits Franck Kessie with CIV goal at 30; no assist listed. Synced 2026-06-21T05:12Z"                                                                                                                                                          | "official:c-te-d-ivoire:star:kessie"               | "KESSIE"          | 1782018656704
"j97xv5ta662ean2g7p34xahya58901x7" | 1781988026364.221  | 1 | 0 | "Netherlands"   | 0 | "BRA 3-0 HAI and NED 5-1 SWE 2026-06-20. AP/Guardian/DailyGoal confirm Cunha 2, Vinicius goal+assist; NBC/TNT lineups support Brazil CS starters. FOX boxscore 647648 confirms Brobbey 2, Gakpo 2+assist, Isak assist, Elanga goal, Memphis assist. Synced 2026-06-20T20:55Z"                                  | "official:netherlands:goalGetter:memphis"          | "MEMPHIS"         | 1781988026364
"j97y549vhssk39gnxwj3pqvcgd891y34" | 1781988025156.6592 | 1 | 0 | "Netherlands"   | 0 | "BRA 3-0 HAI and NED 5-1 SWE 2026-06-20. AP/Guardian/DailyGoal confirm Cunha 2, Vinicius goal+assist; NBC/TNT lineups support Brazil CS starters. FOX boxscore 647648 confirms Brobbey 2, Gakpo 2+assist, Isak assist, Elanga goal, Memphis assist. Synced 2026-06-20T20:55Z"                                  | "official:netherlands:star:memphis"                | "MEMPHIS"         | 1781988025156
"j97s37gvkrnr77e7gd4t4axp0n8903zc" | 1781986273173.5828 | 0 | 0 | "Sweden"        | 1 | "FIFA/Guardian Netherlands 5-1 Sweden: Brobbey 5,17; Gakpo 47,54; Elanga consolation; 2026-06-21T07:10Z"                                                                                                                                                                                                       | "official:sweden:goalGetter:elanga"                | "ELANGA"          | 1782025851266
"j97vcghdafz2kkm8j64kphw3p98911tb" | 1781986271989.5305 | 0 | 0 | "Sweden"        | 1 | "FIFA/Guardian Netherlands 5-1 Sweden: Brobbey 5,17; Gakpo 47,54; Elanga consolation; 2026-06-21T07:10Z"                                                                                                                                                                                                       | "official:sweden:star:elanga"                      | "ELANGA"          | 1782025850063
"j97qk4q1watw1k4akxmhb9sw29890v75" | 1781986268410.455  | 0 | 0 | "Netherlands"   | 2 | "FIFA/Guardian Netherlands 5-1 Sweden: Brobbey 5,17; Gakpo 47,54; Elanga consolation; 2026-06-21T07:10Z"                                                                                                                                                                                                       | "official:netherlands:goalGetter:brobbey"          | "BROBBEY"         | 1782025848912
"j97sqx1np3a669ma3n55s2e8nn891qfp" | 1781986267219.6328 | 0 | 0 | "Netherlands"   | 2 | "FIFA/Guardian Netherlands 5-1 Sweden: Brobbey 5,17; Gakpo 47,54; Elanga consolation; 2026-06-21T07:10Z"                                                                                                                                                                                                       | "official:netherlands:goalGetter:gakpo"            | "GAKPO"           | 1782025847728
"j97ysx0z2psbejy5hq4h0nrcr1891nzw" | 1781986265994.716  | 0 | 0 | "Netherlands"   | 2 | "FIFA/Guardian Netherlands 5-1 Sweden: Brobbey 5,17; Gakpo 47,54; Elanga consolation; 2026-06-21T07:10Z"                                                                                                                                                                                                       | "official:netherlands:star:gakpo"                  | "GAKPO"           | 1782025846413
"j97m5rvxk019vcww10djbtze95890mr4" | 1781986263601.1926 | 0 | 1 | "Paraguay"      | 0 | "FIFA/AP/NBC/ESPN/Yahoo public reports: BRA 1-1 MAR, BRA 3-0 HAI, TUR 0-1 PAR, NED 2-2 JPN, NED 5-1 SWE, SWE 5-1 TUN. Synced 2026-06-20T20:20Z; assists only where source-backed."                                                                                                                             | "official:paraguay:wildcard:balbuena"              | "BALBUENA"        | 1781986263601
"j97nh1f92ra2x7wd3ht56wbht58918as" | 1781986260033.6758 | 0 | 1 | "Paraguay"      | 0 | "FIFA/AP/NBC/ESPN/Yahoo public reports: BRA 1-1 MAR, BRA 3-0 HAI, TUR 0-1 PAR, NED 2-2 JPN, NED 5-1 SWE, SWE 5-1 TUN. Synced 2026-06-20T20:20Z; assists only where source-backed."                                                                                                                             | "official:paraguay:wildcard:vel-zquez"             | "VEL-ZQUEZ"       | 1781986260033
"j97gm2qsp4xd8eppf7xpy1665x890y8t" | 1781986258842.502  | 0 | 1 | "Paraguay"      | 0 | "FIFA/AP/NBC/ESPN/Yahoo public reports: BRA 1-1 MAR, BRA 3-0 HAI, TUR 0-1 PAR, NED 2-2 JPN, NED 5-1 SWE, SWE 5-1 TUN. Synced 2026-06-20T20:20Z; assists only where source-backed."                                                                                                                             | "official:paraguay:wildcard:fernandez"             | "FERNANDEZ"       | 1781986258842
"j97rhcn0j756zamry1ck6wrhx589142p" | 1781986256415.7715 | 0 | 1 | "Paraguay"      | 0 | "FIFA/AP/NBC/ESPN/Yahoo public reports: BRA 1-1 MAR, BRA 3-0 HAI, TUR 0-1 PAR, NED 2-2 JPN, NED 5-1 SWE, SWE 5-1 TUN. Synced 2026-06-20T20:20Z; assists only where source-backed."                                                                                                                             | "official:paraguay:defenderKeeper:balbuena"        | "BALBUENA"        | 1781986256415
"j97m14dbgrr0a43c4tzhbajnah891ge6" | 1781986252851.02   | 0 | 1 | "Paraguay"      | 0 | "FIFA/AP/NBC/ESPN/Yahoo public reports: BRA 1-1 MAR, BRA 3-0 HAI, TUR 0-1 PAR, NED 2-2 JPN, NED 5-1 SWE, SWE 5-1 TUN. Synced 2026-06-20T20:20Z; assists only where source-backed."                                                                                                                             | "official:paraguay:defenderKeeper:vel-zquez"       | "VEL-ZQUEZ"       | 1781986252851
"j97tjxngs2c3sxbmnxrskmhmj1891s0e" | 1781986251687.759  | 0 | 1 | "Paraguay"      | 0 | "FIFA/AP/NBC/ESPN/Yahoo public reports: BRA 1-1 MAR, BRA 3-0 HAI, TUR 0-1 PAR, NED 2-2 JPN, NED 5-1 SWE, SWE 5-1 TUN. Synced 2026-06-20T20:20Z; assists only where source-backed."                                                                                                                             | "official:paraguay:defenderKeeper:fernandez"       | "FERNANDEZ"       | 1781986251687
"j97yabrbsw1ea3mtgh52tv9jas890bq5" | 1781986249260.3674 | 0 | 1 | "Brazil"        | 0 | "FIFA/AP/NBC/ESPN/Yahoo public reports: BRA 1-1 MAR, BRA 3-0 HAI, TUR 0-1 PAR, NED 2-2 JPN, NED 5-1 SWE, SWE 5-1 TUN. Synced 2026-06-20T20:20Z; assists only where source-backed."                                                                                                                             | "official:brazil:wildcard:alex-sandro"             | "ALEX-SANDRO"     | 1781986249260
"j97sq00jp9rtdzfnszpg4yk3dh891c07" | 1781986245683.2676 | 0 | 1 | "Brazil"        | 0 | "FIFA/AP/NBC/ESPN/Yahoo public reports: BRA 1-1 MAR, BRA 3-0 HAI, TUR 0-1 PAR, NED 2-2 JPN, NED 5-1 SWE, SWE 5-1 TUN. Synced 2026-06-20T20:20Z; assists only where source-backed."                                                                                                                             | "official:brazil:wildcard:wesley"                  | "WESLEY"          | 1781986245683
"j97w491zed9yhcb65xqdjdypsd891yfg" | 1781986243275.493  | 0 | 1 | "Brazil"        | 0 | "FIFA Brazil 3-0 Haiti: Cunha 23,36; Vinicius Jr 45+3. https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/brazil-haiti-match-report-highlights; ESPN cross-check; 2026-06-21T07:10Z"                                                                                               | "official:brazil:defenderKeeper:weverton"          | "WEVERTON"        | 1782025845060
"j97gwhhhz9tw3zr2tacqag4v0h890dgh" | 1781986242041.716  | 0 | 1 | "Brazil"        | 0 | "FIFA Brazil 3-0 Haiti: Cunha 23,36; Vinicius Jr 45+3. https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/brazil-haiti-match-report-highlights; ESPN cross-check; 2026-06-21T07:10Z"                                                                                               | "official:brazil:defenderKeeper:alex-sandro"       | "ALEX SANDRO"     | 1782025843853
"j97mf4ng5zs9qabdytq7gsk381890gdg" | 1781986238181.322  | 0 | 1 | "Brazil"        | 0 | "FIFA Brazil 3-0 Haiti: Cunha 23,36; Vinicius Jr 45+3. https://www.fifa.com/en/tournaments/mens/worldcup/canadamexicousa2026/articles/brazil-haiti-match-report-highlights; ESPN cross-check; 2026-06-21T07:10Z"                                                                                               | "official:brazil:defenderKeeper:wesley"            | "WESLEY"          | 1782025840251
"j97rwq44wq1w9fgdkkvv55f1s1891tek" | 1781975414831.8398 | 0 | 1 | "Morocco"       | 0 | "MAR 1-0 SCO 2026-06-19: Morocco clean sheet source-backed by FIFA/ESPN final score. Sources: fifa.com/.../scotland-morocco-match-report-highlights; espn.com/soccer/report/_/gameId/760445. Synced 2026-06-20T17:08Z"                                                                                         | "official:morocco:defenderKeeper:el-ouahdi"        | "EL OUAHDI"       | 1781975414831
"j97n1bj3kh2hap05m03vfymkxh890b58" | 1781975413646.0571 | 0 | 1 | "Morocco"       | 0 | "MAR 1-0 SCO 2026-06-19: Morocco clean sheet source-backed by FIFA/ESPN final score. Sources: fifa.com/.../scotland-morocco-match-report-highlights; espn.com/soccer/report/_/gameId/760445. Synced 2026-06-20T17:08Z"                                                                                         | "official:morocco:defenderKeeper:el-kajoui"        | "EL KAJOUI"       | 1781975413646
"j97tg86r0g7jx7xywvjg4p3tgx8909ax" | 1781975412514.7173 | 0 | 1 | "Morocco"       | 0 | "MAR 1-0 SCO 2026-06-19: Morocco clean sheet source-backed by FIFA/ESPN final score. Sources: fifa.com/.../scotland-morocco-match-report-highlights; espn.com/soccer/report/_/gameId/760445. Synced 2026-06-20T17:08Z"                                                                                         | "official:morocco:defenderKeeper:aguerd"           | "AGUERD"          | 1781975412514
"j97zb0scy34wpmwjr47jxftz7h8909hx" | 1781962911440.8105 | 0 | 1 | "United States" | 0 | "USA 2-0 Australia clean sheet; Trusty subbed on 80; FOX lineup/score https://www.foxsports.com/soccer/fifa-world-cup-men-united-states-vs-australia-jun-19-2026-game-boxscore-647645; synced 2026-06-20T13:50Z"                                                                                               | "official:united-states:wildcard:trusty"           | "TRUSTY"          | 1781962911440
