_id                                | _creationTime      | assists | cleanSheets | country                  | goals | notes                                                                                                                                                                                                                                                                                                                                                                                   | playerId                                                   | playerName          | updatedAt    
"z97bc0yxby31m0qz31es2pja2s88rynj" | 1781577855498.3787 | 0 | 0 | "Egypt"                  | 1 | "BEL 1-1 EGY 2026-06-15: FOX boxscore 647629: Ashour 20 goal assisted by Salah; ESPN confirms Ashour 20/Hany 66 OG. Sources: https://www.foxsports.com/soccer/fifa-world-cup-men-belgium-vs-egypt-jun-15-2026-game-boxscore-647629 https://www.espn.com/soccer/report/_/gameId/760426 Synced 2026-06-16T02:42Z"                                                                         | "official:egypt:playmaker:e-ashour"                        | "E. ASHOUR"         | 1781577773000
"z97ew3kgq9tj4k8egcas3wj1j988rah9" | 1781577855498.3784 | 0 | 0 | "Egypt"                  | 1 | "BEL 1-1 EGY 2026-06-15: FOX boxscore 647629: Ashour 20 goal assisted by Salah; ESPN confirms Ashour 20/Hany 66 OG. Sources: https://www.foxsports.com/soccer/fifa-world-cup-men-belgium-vs-egypt-jun-15-2026-game-boxscore-647629 https://www.espn.com/soccer/report/_/gameId/760426 Synced 2026-06-16T02:42Z"                                                                         | "official:egypt:star:e-ashour"                             | "E. ASHOUR"         | 1781577773000
"z97bx2dg9f7ywqa1ftrnv1gs9988pdfh" | 1781550717870.1008 | 0 | 1 | "Cabo Verde"             | 0 | "ESP 0-0 CPV 2026-06-15. Clean sheet credited only to rostered defender/keeper starters; ESPN rosters and FOX boxscore show 0-0 FT and lineups. Sources: https://site.web.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760428 https://www.foxsports.com/soccer/fifa-world-cup-men-spain-vs-cape-verde-jun-15-2026-game-boxscore-647628 Synced 2026-06-15T19:11:11Z" | "official:cabo-verde:wildcard:lopes"                       | "LOPES"             | 1781541071000
"z975g01hggbrpm75cr8rfc5hj988qy64" | 1781550717870.1006 | 0 | 1 | "Cabo Verde"             | 0 | "ESP 0-0 CPV 2026-06-15. Clean sheet credited only to rostered defender/keeper starters; ESPN rosters and FOX boxscore show 0-0 FT and lineups. Sources: https://site.web.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760428 https://www.foxsports.com/soccer/fifa-world-cup-men-spain-vs-cape-verde-jun-15-2026-game-boxscore-647628 Synced 2026-06-15T19:11:11Z" | "official:cabo-verde:defenderKeeper:lopes"                 | "LOPES"             | 1781541071000
"z97e8bnfna5d6hpxk3d726b1w188pjrt" | 1781550717870.1003 | 0 | 1 | "Cabo Verde"             | 0 | "ESP 0-0 CPV 2026-06-15. Clean sheet credited only to rostered defender/keeper starters; ESPN rosters and FOX boxscore show 0-0 FT and lineups. Sources: https://site.web.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760428 https://www.foxsports.com/soccer/fifa-world-cup-men-spain-vs-cape-verde-jun-15-2026-game-boxscore-647628 Synced 2026-06-15T19:11:11Z" | "official:cabo-verde:wildcard:borges"                      | "BORGES"            | 1781541071000
"z976fazwywwgdymnzb1hd7dqgn88q8p9" | 1781550717870.1    | 0 | 1 | "Cabo Verde"             | 0 | "ESP 0-0 CPV 2026-06-15. Clean sheet credited only to rostered defender/keeper starters; ESPN rosters and FOX boxscore show 0-0 FT and lineups. Sources: https://site.web.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760428 https://www.foxsports.com/soccer/fifa-world-cup-men-spain-vs-cape-verde-jun-15-2026-game-boxscore-647628 Synced 2026-06-15T19:11:11Z" | "official:cabo-verde:defenderKeeper:borges"                | "BORGES"            | 1781541071000
"z970ecv6xkv178xmtfkmg7y13d88p33y" | 1781550717870.0999 | 0 | 1 | "Cabo Verde"             | 0 | "ESP 0-0 CPV 2026-06-15. Clean sheet credited only to rostered defender/keeper starters; ESPN rosters and FOX boxscore show 0-0 FT and lineups. Sources: https://site.web.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760428 https://www.foxsports.com/soccer/fifa-world-cup-men-spain-vs-cape-verde-jun-15-2026-game-boxscore-647628 Synced 2026-06-15T19:11:11Z" | "official:cabo-verde:wildcard:vozinha"                     | "VOZINHA"           | 1781541071000
"z97dw0s55dgf8vctp3exrkyz9188q3k9" | 1781550717870.0996 | 0 | 1 | "Cabo Verde"             | 0 | "ESP 0-0 CPV 2026-06-15. Clean sheet credited only to rostered defender/keeper starters; ESPN rosters and FOX boxscore show 0-0 FT and lineups. Sources: https://site.web.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760428 https://www.foxsports.com/soccer/fifa-world-cup-men-spain-vs-cape-verde-jun-15-2026-game-boxscore-647628 Synced 2026-06-15T19:11:11Z" | "official:cabo-verde:defenderKeeper:vozinha"               | "VOZINHA"           | 1781541071000
"z97bxqgnev8w2fegb9qft53f2x88pj71" | 1781550717870.0994 | 0 | 1 | "Spain"                  | 0 | "ESP 0-0 CPV 2026-06-15. Clean sheet credited only to rostered defender/keeper starters; ESPN rosters and FOX boxscore show 0-0 FT and lineups. Sources: https://site.web.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760428 https://www.foxsports.com/soccer/fifa-world-cup-men-spain-vs-cape-verde-jun-15-2026-game-boxscore-647628 Synced 2026-06-15T19:11:11Z" | "official:spain:wildcard:m-llorente"                       | "M. LLORENTE"       | 1781541071000
"z977f6abh4qkgg8f10c002z7hn88pqbj" | 1781550717870.099  | 0 | 1 | "Spain"                  | 0 | "ESP 0-0 CPV 2026-06-15. Clean sheet credited only to rostered defender/keeper starters; ESPN rosters and FOX boxscore show 0-0 FT and lineups. Sources: https://site.web.api.espn.com/apis/site/v2/sports/soccer/fifa.world/summary?event=760428 https://www.foxsports.com/soccer/fifa-world-cup-men-spain-vs-cape-verde-jun-15-2026-game-boxscore-647628 Synced 2026-06-15T19:11:11Z" | "official:spain:defenderKeeper:m-llorente"                 | "M. LLORENTE"       | 1781541071000
"z9772x09xsrqyg69154a2gz2n588qe47" | 1781529037432.009  | 1 | 0 | "Tunisia"                | 0 | "SWE 5-1 TUN 2026-06-15. FIFA report confirms Sweden win; FOX boxscore 647627: Ayari 7/90+6, Isak 30 + 2 ast, Gyokeres 59 + ast, Svanberg 84, Rekik 43, asts Mejbri/Bergvall. fifa.com/.../sweden-tunisia-highlights-match-report; foxsports.com/...647627 2026-06-15T13:10:34.879Z"                                                                                                    | "official:tunisia:playmaker:mejbri"                        | "MEJBRI"            | 1781529034880
"z97cgz512sw3t3aed16zhj90ks88prme" | 1781529037432.0088 | 1 | 0 | "Tunisia"                | 0 | "SWE 5-1 TUN 2026-06-15. FIFA report confirms Sweden win; FOX boxscore 647627: Ayari 7/90+6, Isak 30 + 2 ast, Gyokeres 59 + ast, Svanberg 84, Rekik 43, asts Mejbri/Bergvall. fifa.com/.../sweden-tunisia-highlights-match-report; foxsports.com/...647627 2026-06-15T13:10:34.879Z"                                                                                                    | "official:tunisia:star:mejbri"                             | "MEJBRI"            | 1781529034880
"z976t0ef05envc1sby5vhpt4ks88prxd" | 1781529037432.0085 | 0 | 0 | "Tunisia"                | 1 | "SWE 5-1 TUN 2026-06-15. FIFA report confirms Sweden win; FOX boxscore 647627: Ayari 7/90+6, Isak 30 + 2 ast, Gyokeres 59 + ast, Svanberg 84, Rekik 43, asts Mejbri/Bergvall. fifa.com/.../sweden-tunisia-highlights-match-report; foxsports.com/...647627 2026-06-15T13:10:34.879Z"                                                                                                    | "official:tunisia:wildcard:rekik"                          | "REKIK"             | 1781529034880
"z978k41x1q4tbm12j00hg2dst188p8as" | 1781529037432.0083 | 0 | 0 | "Tunisia"                | 1 | "SWE 5-1 TUN 2026-06-15. FIFA report confirms Sweden win; FOX boxscore 647627: Ayari 7/90+6, Isak 30 + 2 ast, Gyokeres 59 + ast, Svanberg 84, Rekik 43, asts Mejbri/Bergvall. fifa.com/.../sweden-tunisia-highlights-match-report; foxsports.com/...647627 2026-06-15T13:10:34.879Z"                                                                                                    | "official:tunisia:defenderKeeper:rekik"                    | "REKIK"             | 1781529034880
"z971e4sfkzrmakd2k4ayw1zfgn88pnvk" | 1781529037432.008  | 1 | 0 | "Sweden"                 | 0 | "SWE 5-1 TUN 2026-06-15. FIFA report confirms Sweden win; FOX boxscore 647627: Ayari 7/90+6, Isak 30 + 2 ast, Gyokeres 59 + ast, Svanberg 84, Rekik 43, asts Mejbri/Bergvall. fifa.com/.../sweden-tunisia-highlights-match-report; foxsports.com/...647627 2026-06-15T13:10:34.879Z"                                                                                                    | "official:sweden:playmaker:bergvall"                       | "BERGVALL"          | 1781529034880
"z971nptnppzwqnyx2ytqpw0fax88pz8f" | 1781529037432.0078 | 1 | 0 | "Sweden"                 | 0 | "SWE 5-1 TUN 2026-06-15. FIFA report confirms Sweden win; FOX boxscore 647627: Ayari 7/90+6, Isak 30 + 2 ast, Gyokeres 59 + ast, Svanberg 84, Rekik 43, asts Mejbri/Bergvall. fifa.com/.../sweden-tunisia-highlights-match-report; foxsports.com/...647627 2026-06-15T13:10:34.879Z"                                                                                                    | "official:sweden:star:bergvall"                            | "BERGVALL"          | 1781529034880
"z9716js6xf4hq858fe50gm758988pgqt" | 1781529037432.0076 | 0 | 0 | "Sweden"                 | 1 | "SWE 5-1 TUN 2026-06-15. FIFA report confirms Sweden win; FOX boxscore 647627: Ayari 7/90+6, Isak 30 + 2 ast, Gyokeres 59 + ast, Svanberg 84, Rekik 43, asts Mejbri/Bergvall. fifa.com/.../sweden-tunisia-highlights-match-report; foxsports.com/...647627 2026-06-15T13:10:34.879Z"                                                                                                    | "official:sweden:playmaker:svanberg"                       | "SVANBERG"          | 1781529034880
"z973kc46dep3q440hfkxp86s6588ptxb" | 1781529037432.0073 | 0 | 0 | "Sweden"                 | 2 | "SWE 5-1 TUN 2026-06-15. FIFA report confirms Sweden win; FOX boxscore 647627: Ayari 7/90+6, Isak 30 + 2 ast, Gyokeres 59 + ast, Svanberg 84, Rekik 43, asts Mejbri/Bergvall. fifa.com/.../sweden-tunisia-highlights-match-report; foxsports.com/...647627 2026-06-15T13:10:34.879Z"                                                                                                    | "official:sweden:playmaker:ayari"                          | "AYARI"             | 1781529034880
"z97ezyek5318yj6wd4g00qyfzh88pbg2" | 1781529037432.007  | 1 | 0 | "Sweden"                 | 1 | "SWE 5-1 TUN 2026-06-15. FIFA report confirms Sweden win; FOX boxscore 647627: Ayari 7/90+6, Isak 30 + 2 ast, Gyokeres 59 + ast, Svanberg 84, Rekik 43, asts Mejbri/Bergvall. fifa.com/.../sweden-tunisia-highlights-match-report; foxsports.com/...647627 2026-06-15T13:10:34.879Z"                                                                                                    | "official:sweden:goalGetter:gy-keres"                      | "GYÖKERES"          | 1781529034880
"z976zxcra9qep2n2h2917f5jb988ptsv" | 1781529037432.0068 | 2 | 0 | "Sweden"                 | 1 | "SWE 5-1 TUN 2026-06-15. FIFA report confirms Sweden win; FOX boxscore 647627: Ayari 7/90+6, Isak 30 + 2 ast, Gyokeres 59 + ast, Svanberg 84, Rekik 43, asts Mejbri/Bergvall. fifa.com/.../sweden-tunisia-highlights-match-report; foxsports.com/...647627 2026-06-15T13:10:34.879Z"                                                                                                    | "official:sweden:goalGetter:isak"                          | "ISAK"              | 1781529034880
"z97avqaqr17arwxv9hgc2xvtrh88p3jw" | 1781529037432.0066 | 2 | 0 | "Sweden"                 | 1 | "SWE 5-1 TUN 2026-06-15. FIFA report confirms Sweden win; FOX boxscore 647627: Ayari 7/90+6, Isak 30 + 2 ast, Gyokeres 59 + ast, Svanberg 84, Rekik 43, asts Mejbri/Bergvall. fifa.com/.../sweden-tunisia-highlights-match-report; foxsports.com/...647627 2026-06-15T13:10:34.879Z"                                                                                                    | "official:sweden:star:isak"                                | "ISAK"              | 1781529034880
"z973vtvnx4ecke0ycechaqsvvd88qtgb" | 1781529037432.0063 | 2 | 0 | "Sweden"                 | 1 | "SWE 5-1 TUN 2026-06-15. FIFA report confirms Sweden win; FOX boxscore 647627: Ayari 7/90+6, Isak 30 + 2 ast, Gyokeres 59 + ast, Svanberg 84, Rekik 43, asts Mejbri/Bergvall. fifa.com/.../sweden-tunisia-highlights-match-report; foxsports.com/...647627 2026-06-15T13:10:34.879Z"                                                                                                    | "isak"                                                     | "Alexander Isak"    | 1781529034880
"z97c7e5k79d4qfzyspkys4zafd88phff" | 1781529037432.006  | 0 | 0 | "Germany"                | 1 | "GER 7-1 CUW 2026-06-14. Musiala goal 47 assisted Kimmich. Sources: FOX boxscore 647624; ESPN gameId 760422. Synced 2026-06-14T23:41:02.526Z"                                                                                                                                                                                                                                           | "musiala"                                                  | "Jamal Musiala"     | 1781480462526
"z9783j1r05jq1tszsjzj2gvs7988phg3" | 1781529037432.0059 | 0 | 1 | "Australia"              | 0 | "AUS 2-0 TUR 2026-06-14 clean sheet. FotMob/Ahram lineups list Jordan Bos starting; FOX final confirms 2-0. Sources: fotmob.com/matches/turkiye-vs-australia/1gr3uk; english.ahram.org.eg/NewsContentP/66/570706. Synced 2026-06-14T08:41:40Z"                                                                                                                                          | "official:australia:defenderKeeper:bos"                    | "BOS"               | 1781426500802
"z972r0f3ctav39b3dwey8rat2188p8qg" | 1781529037432.0056 | 0 | 1 | "Australia"              | 0 | "AUS 2-0 TUR 2026-06-14 clean sheet. FotMob/Ahram lineups list Circati starting; FOX final confirms 2-0. Sources: fotmob.com/matches/turkiye-vs-australia/1gr3uk; english.ahram.org.eg/NewsContentP/66/570706. Synced 2026-06-14T08:41:40Z"                                                                                                                                             | "official:australia:defenderKeeper:circati"                | "CIRCATI"           | 1781426500802
"z97a418rfbscw793e38qrnmqbh88prn6" | 1781529037432.0054 | 0 | 1 | "Australia"              | 0 | "AUS 2-0 TUR 2026-06-14 clean sheet. FotMob/Ahram lineups list Jacob Italiano starting; FOX final confirms 2-0. Sources: fotmob.com/matches/turkiye-vs-australia/1gr3uk; english.ahram.org.eg/NewsContentP/66/570706. Synced 2026-06-14T08:41:40Z"                                                                                                                                      | "official:australia:defenderKeeper:italiano"               | "ITALIANO"          | 1781426500802
"z978gkb79tdjp1a0nys11ymhcs88p6h5" | 1781529037432.0051 | 0 | 0 | "Australia"              | 1 | "AUS 2-0 TUR 2026-06-14. Guardian/FOX: Nestory Irankunda scored 27; Guardian credits Paul Okon-Engstler assist. Sources: theguardian.com/football/2026/jun/14/australia-socceroos-turkey-world-cup-2026-group-d-match-report; foxsports.com/...647620. Synced 2026-06-14T08:41:40Z"                                                                                                     | "official:australia:goalGetter:irankunda"                  | "IRANKUNDA"         | 1781426500802
"z973mpvsz05gkve8w385tszhwn88pf4x" | 1781529037432.005  | 0 | 0 | "Australia"              | 1 | "AUS 2-0 TUR 2026-06-14. Guardian/FOX/VAVEL: Connor Metcalfe scored Australia's second at 75; no assist source-backed. Sources: theguardian.com/football/2026/jun/14/australia-socceroos-turkey-world-cup-2026-group-d-match-report; vavel.com/...1263370. Synced 2026-06-14T08:41:40Z"                                                                                                 | "official:australia:playmaker:metcalfe"                    | "METCALFE"          | 1781426500802
"z972fcszezphj7tss9nezygc7588q4va" | 1781529037432.0046 | 1 | 0 | "Australia"              | 0 | "AUS 2-0 TUR 2026-06-14. Guardian match report: Irankunda 27 after assist by Paul Okon-Engstler. Source: theguardian.com/football/2026/jun/14/australia-socceroos-turkey-world-cup-2026-group-d-match-report. Synced 2026-06-14T08:41:40Z"                                                                                                                                              | "official:australia:playmaker:okon-engstler"               | "OKON-ENGSTLER"     | 1781426500802
"z971ymw70htvqxxtsaezy4bae588pmza" | 1781529037432.0044 | 0 | 0 | "Australia"              | 1 | "AUS 2-0 TUR 2026-06-14. Guardian/FOX/VAVEL: Connor Metcalfe scored Australia's second at 75; no assist source-backed. Sources: theguardian.com/football/2026/jun/14/australia-socceroos-turkey-world-cup-2026-group-d-match-report; vavel.com/...1263370. Synced 2026-06-14T08:41:40Z"                                                                                                 | "official:australia:star:metcalfe"                         | "METCALFE"          | 1781426500802
"z9710zjp77f5d79yjcwscfv0cn88qdf7" | 1781529037432.0042 | 0 | 1 | "Australia"              | 0 | "AUS 2-0 TUR 2026-06-14 clean sheet. FotMob/Ahram lineups list Jordan Bos starting; FOX final confirms 2-0. Sources: fotmob.com/matches/turkiye-vs-australia/1gr3uk; english.ahram.org.eg/NewsContentP/66/570706. Synced 2026-06-14T08:41:40Z"                                                                                                                                          | "official:australia:wildcard:bos"                          | "BOS"               | 1781426500802
"z97cpnhmyxcp81g8j2g01q8g4h88pyz3" | 1781529037432.004  | 0 | 1 | "Australia"              | 0 | "AUS 2-0 TUR 2026-06-14 clean sheet. FotMob/Ahram lineups list Circati starting; FOX final confirms 2-0. Sources: fotmob.com/matches/turkiye-vs-australia/1gr3uk; english.ahram.org.eg/NewsContentP/66/570706. Synced 2026-06-14T08:41:40Z"                                                                                                                                             | "official:australia:wildcard:circati"                      | "CIRCATI"           | 1781426500802
"z978c2bazhjgab57hyd9hd4q6h88q5dg" | 1781529037432.0037 | 0 | 1 | "Australia"              | 0 | "AUS 2-0 TUR 2026-06-14 clean sheet. FotMob/Ahram lineups list Jacob Italiano starting; FOX final confirms 2-0. Sources: fotmob.com/matches/turkiye-vs-australia/1gr3uk; english.ahram.org.eg/NewsContentP/66/570706. Synced 2026-06-14T08:41:40Z"                                                                                                                                      | "official:australia:wildcard:italiano"                     | "ITALIANO"          | 1781426500802
"z97d9fncb6bb62s0dw8fr4besd88qwy1" | 1781529037432.0034 | 1 | 0 | "Bosnia and Herzegovina" | 0 | "CAN 1-1 BIH 2026-06-12. AP: Lukic 21 after Sead Kolasinac flicked header from Ivan Basic corner; no clean sheet. Source: https://apnews.com/article/c58d5a51d827dd0456fe56e65eca1518 Synced 2026-06-12T21:40Z"                                                                                                                                                                         | "official:bosnia-and-herzegovina:defenderKeeper:kolasinac" | "KOLASINAC"         | 1781300468357
"z97ejttp6eydzdf469k9mh8bn588pqzy" | 1781529037432.0032 | 1 | 0 | "Bosnia and Herzegovina" | 0 | "CAN 1-1 BIH 2026-06-12. AP: Lukic 21 after Sead Kolasinac flicked header from Ivan Basic corner; no clean sheet. Source: https://apnews.com/article/c58d5a51d827dd0456fe56e65eca1518 Synced 2026-06-12T21:40Z"                                                                                                                                                                         | "official:bosnia-and-herzegovina:wildcard:kolasinac"       | "KOLASINAC"         | 1781300468357
"z9700xs4pd8engy0xevaqpbc6188qvzj" | 1781529037432.003  | 0 | 0 | "Brazil"                 | 1 | "BRA 1-1 MAR 2026-06-13. FOX/ESPN: Vinicius Junior scored 32; Saibari 21. Sources: foxsports.com/soccer/fifa-world-cup-men-brazil-vs-morocco-jun-13-2026-game-boxscore-647622; espn.com/soccer/match/_/gameId/760419. Synced 2026-06-14T04:20Z"                                                                                                                                         | "official:brazil:goalGetter:vini-jr"                       | "VINI JR."          | 1781410262699
"z97840bvhe8gxdneb5n9vvq2s988qabd" | 1781529037432.0027 | 1 | 0 | "Brazil"                 | 0 | "BRA 1-1 MAR 2026-06-13. FOX boxscore key play: 32 Vinicius Junior goal assisted by B. Guimaraes; FOX scores page assist leaders also lists B. Guimaraes BRA 1. Sources: foxsports.com/soccer/fifa-world-cup-men-brazil-vs-morocco-jun-13-2026-game-boxscore-647622; foxsports.com/soccer/fifa-world-cup/scores. Synced 2026-06-14T11:16Z"                                              | "official:brazil:playmaker:bruno-g"                        | "BRUNO G."          | 1781435760000
"z978qaptnvm8v9dvs2gaz9vxt188qg5a" | 1781529037432.0024 | 1 | 0 | "Brazil"                 | 0 | "BRA 1-1 MAR 2026-06-13. FOX boxscore key play: 32 Vinicius Junior goal assisted by B. Guimaraes; FOX scores page assist leaders also lists B. Guimaraes BRA 1. Sources: foxsports.com/soccer/fifa-world-cup-men-brazil-vs-morocco-jun-13-2026-game-boxscore-647622; foxsports.com/soccer/fifa-world-cup/scores. Synced 2026-06-14T11:16Z"                                              | "official:brazil:star:bruno-g"                             | "BRUNO G."          | 1781435760000
"z975hc8t6v34rf9e5c3mg5zgkx88p6eb" | 1781529037432.0022 | 0 | 0 | "Brazil"                 | 1 | "BRA 1-1 MAR 2026-06-13. FOX/ESPN: Vinicius Junior scored 32; Saibari 21. Sources: foxsports.com/soccer/fifa-world-cup-men-brazil-vs-morocco-jun-13-2026-game-boxscore-647622; espn.com/soccer/match/_/gameId/760419. Synced 2026-06-14T04:20Z"                                                                                                                                         | "official:brazil:star:vini-jr"                             | "VINI JR."          | 1781410262699
"z97etxkqcghvja3yp9e0k429rx88q6k5" | 1781529037432.002  | 0 | 0 | "Canada"                 | 1 | "CAN 1-1 BIH 2026-06-12. AP: Larin scored 78 from Promise David pass; Guardian confirms FT 1-1. Sources: https://apnews.com/article/c58d5a51d827dd0456fe56e65eca1518 https://www.theguardian.com/football/live/2026/jun/12/canada-v-bosnia-and-herzegovina-world-cup-2026-live Synced 2026-06-12T21:40Z"                                                                                | "official:canada:goalGetter:larin"                         | "LARIN"             | 1781300468357
"z9784k1a1x41bwsy8yz0y90sr588qjn2" | 1781529037432.0017 | 1 | 0 | "Canada"                 | 0 | "CAN 1-1 BIH 2026-06-12. AP: Larin converted Promise David pass; Guardian notes Promise flick led to Larin. Sources: https://apnews.com/article/c58d5a51d827dd0456fe56e65eca1518 https://www.theguardian.com/football/live/2026/jun/12/canada-v-bosnia-and-herzegovina-world-cup-2026-live Synced 2026-06-12T21:40Z"                                                                    | "official:canada:goalGetter:promise"                       | "PROMISE"           | 1781300468357
